"","id","Year","Value"
"13287.1990",13287,1990,16
"11486.1990",11486,1990,22.31
"6128.1990",6128,1990,7.8
"22756.1990",22756,1990,20
"22822.1990",22822,1990,450
"22841.1990",22841,1990,3000
"22852.1990",22852,1990,160
"9888.1990",9888,1990,0
"9864.1990",9864,1990,0
"22758.1990",22758,1990,20
"22824.1990",22824,1990,200
"22843.1990",22843,1990,7800
"22854.1990",22854,1990,800
"5813.1990",5813,1990,0.15
"5899.1990",5899,1990,0.029
"5901.1990",5901,1990,0.115
"5902.1990",5902,1990,0.122
"637.1990",637,1990,37
"10705.1990",10705,1990,2.2
"4955.1990",4955,1990,15
"230.1990",230,1990,212
"228.1990",228,1990,221
"229.1990",229,1990,284
"18306.1990",18306,1990,455
"42.1990",42,1990,0.07
"43.1990",43,1990,0.52
"4594.1990",4594,1990,29
"3485.1990",3485,1990,19
"8103.1990",8103,1990,2
"4633.1990",4633,1990,4.9
"4916.1990",4916,1990,90
"3480.1990",3480,1990,0.94
"3478.1990",3478,1990,61
"14539.1990",14539,1990,37
"6189.1990",6189,1990,150
"119.1990",119,1990,350
"8147.1990",8147,1990,0.48
"22757.1990",22757,1990,120
"22823.1990",22823,1990,550
"22842.1990",22842,1990,9200
"22853.1990",22853,1990,1150
"28.1990",28,1990,49
"4914.1990",4914,1990,186
"128.1990",128,1990,36
"22753.1990",22753,1990,600
"22819.1990",22819,1990,550
"22838.1990",22838,1990,13000
"22849.1990",22849,1990,240
"10733.1990",10733,1990,12.86
"117.1990",117,1990,31
"22755.1990",22755,1990,100
"22821.1990",22821,1990,600
"22840.1990",22840,1990,5000
"22851.1990",22851,1990,500
"22761.1990",22761,1990,1250
"22827.1990",22827,1990,75
"22846.1990",22846,1990,13000
"22857.1990",22857,1990,3000
"5814.1990",5814,1990,6
"5815.1990",5815,1990,74
"22759.1990",22759,1990,800
"22825.1990",22825,1990,430
"22844.1990",22844,1990,7200
"22855.1990",22855,1990,1500
"5816.1990",5816,1990,10
"4837.1990",4837,1990,0.06
"4838.1990",4838,1990,1.75
"4839.1990",4839,1990,2.1
"4840.1990",4840,1990,0.49
"4842.1990",4842,1990,5
"632.1990",632,1990,7422
"22763.1990",22763,1990,2500
"22829.1990",22829,1990,10
"22848.1990",22848,1990,4400
"22859.1990",22859,1990,1650
"3412.1990",3412,1990,35
"3486.1990",3486,1990,53
"22760.1990",22760,1990,2000
"22826.1990",22826,1990,100
"22845.1990",22845,1990,40000
"22856.1990",22856,1990,4300
"11051.1990",11051,1990,12
"4963.1990",4963,1990,55
"11049.1990",11049,1990,455
"4363.1990",4363,1990,9.5
"3482.1990",3482,1990,200
"10732.1990",10732,1990,6.51
"11491.1990",11491,1990,3.33
"507.1990",507,1990,6.6
"4626.1990",4626,1990,7
"3418.1990",3418,1990,11
"3484.1990",3484,1990,49.5
"2356.1990",2356,1990,6
"6166.1990",6166,1990,19.5
"18761.1990",18761,1990,8.0194
"18771.1990",18771,1990,22.641
"22754.1990",22754,1990,100
"22820.1990",22820,1990,300
"22839.1990",22839,1990,6300
"22850.1990",22850,1990,100
"3415.1990",3415,1990,17
"3487.1990",3487,1990,54.5
"3419.1990",3419,1990,83
"3489.1990",3489,1990,83
"11490.1990",11490,1990,9.4
"508.1990",508,1990,0.74
"10778.1990",10778,1990,2
"509.1990",509,1990,3.7
"3416.1990",3416,1990,7
"3490.1990",3490,1990,54
"3413.1990",3413,1990,25.125
"3491.1990",3491,1990,44
"3414.1990",3414,1990,18
"3492.1990",3492,1990,63
"22762.1990",22762,1990,500
"22828.1990",22828,1990,25
"22847.1990",22847,1990,10000
"22858.1990",22858,1990,1150
"3417.1990",3417,1990,6
"3493.1990",3493,1990,75
"604.1990",604,1990,21
"11298.1990",11298,1990,29
"511.1990",511,1990,6.6
"3420.1990",3420,1990,12.5
"3494.1990",3494,1990,18.75
"8076.1990",8076,1990,1068
"10780.1990",10780,1990,9
"11483.1991",11483,1991,8.9
"13287.1991",13287,1991,15
"11486.1991",11486,1991,22.54
"9888.1991",9888,1991,0
"9864.1991",9864,1991,1
"10705.1991",10705,1991,1.3
"4955.1991",4955,1991,24
"18306.1991",18306,1991,150
"42.1991",42,1991,0.075
"43.1991",43,1991,0.44
"4594.1991",4594,1991,48
"3485.1991",3485,1991,29
"8103.1991",8103,1991,0
"4633.1991",4633,1991,4.4
"4916.1991",4916,1991,76
"3480.1991",3480,1991,2.59
"3478.1991",3478,1991,87
"14539.1991",14539,1991,40
"6189.1991",6189,1991,150.5
"8147.1991",8147,1991,0.47
"28.1991",28,1991,38
"4914.1991",4914,1991,208
"10733.1991",10733,1991,12.29
"117.1991",117,1991,31
"5814.1991",5814,1991,0
"5815.1991",5815,1991,51
"515.1991",515,1991,0.315
"633.1991",633,1991,2.2
"5816.1991",5816,1991,9
"518.1991",518,1991,0.728
"635.1991",635,1991,5
"4837.1991",4837,1991,0.07
"4838.1991",4838,1991,1.25
"4839.1991",4839,1991,2
"4840.1991",4840,1991,0.41
"4842.1991",4842,1991,4.9
"632.1991",632,1991,6880
"3412.1991",3412,1991,26.35
"3486.1991",3486,1991,8
"636.1991",636,1991,670
"22721.1991",22721,1991,790
"4963.1991",4963,1991,50
"3483.1991",3483,1991,225
"4363.1991",4363,1991,17.5
"10732.1991",10732,1991,3.98
"11491.1991",11491,1991,4.1
"506.1991",506,1991,0.35
"507.1991",507,1991,5.18
"4626.1991",4626,1991,6.5
"3418.1991",3418,1991,29
"3484.1991",3484,1991,64.5
"627.1991",627,1991,14
"2356.1991",2356,1991,4
"6166.1991",6166,1991,20.5
"18761.1991",18761,1991,18.8348
"18771.1991",18771,1991,53.9478
"3415.1991",3415,1991,21
"3487.1991",3487,1991,60
"3419.1991",3419,1991,78.5
"3489.1991",3489,1991,78.5
"11490.1991",11490,1991,4.06
"10778.1991",10778,1991,5
"3416.1991",3416,1991,17.5
"3490.1991",3490,1991,60
"3413.1991",3413,1991,33.6
"3491.1991",3491,1991,30
"3414.1991",3414,1991,24
"3492.1991",3492,1991,54
"3417.1991",3417,1991,18.75
"3493.1991",3493,1991,83
"604.1991",604,1991,23
"11298.1991",11298,1991,19
"511.1991",511,1991,7.4
"3420.1991",3420,1991,31.25
"3494.1991",3494,1991,16
"29.1991",29,1991,10500
"8076.1991",8076,1991,1037
"10780.1991",10780,1991,9
"3481.1991",3481,1991,49
"11483.1992",11483,1992,13.11
"13287.1992",13287,1992,12
"11486.1992",11486,1992,16.13
"9888.1992",9888,1992,0
"9864.1992",9864,1992,0
"5813.1992",5813,1992,0.086
"5899.1992",5899,1992,0.096
"5901.1992",5901,1992,0.134
"5902.1992",5902,1992,0.148
"10705.1992",10705,1992,1.5
"4955.1992",4955,1992,19
"18306.1992",18306,1992,238
"42.1992",42,1992,0.145
"43.1992",43,1992,0.1
"4594.1992",4594,1992,11
"3485.1992",3485,1992,12
"8103.1992",8103,1992,0
"4633.1992",4633,1992,5.1
"4916.1992",4916,1992,78
"3480.1992",3480,1992,2.97
"3478.1992",3478,1992,67
"14539.1992",14539,1992,3
"6189.1992",6189,1992,141.5
"8147.1992",8147,1992,0.53
"28.1992",28,1992,35
"4914.1992",4914,1992,215
"10733.1992",10733,1992,10.42
"510.1992",510,1992,0.35
"117.1992",117,1992,0
"626.1992",626,1992,700
"5814.1992",5814,1992,15
"5815.1992",5815,1992,0
"5816.1992",5816,1992,27
"5090.1992",5090,1992,1.1
"5089.1992",5089,1992,0.1
"4837.1992",4837,1992,0.075
"4838.1992",4838,1992,2.6
"4839.1992",4839,1992,3
"4840.1992",4840,1992,0.42
"4842.1992",4842,1992,6.2
"632.1992",632,1992,6653
"3412.1992",3412,1992,18.75
"3486.1992",3486,1992,23
"11048.1992",11048,1992,450
"629.1992",629,1992,8
"4963.1992",4963,1992,60
"4363.1992",4363,1992,17.6
"10732.1992",10732,1992,3.69
"11491.1992",11491,1992,3.16
"506.1992",506,1992,0.74
"4626.1992",4626,1992,5.5
"5085.1992",5085,1992,1.5
"5086.1992",5086,1992,3.5
"3418.1992",3418,1992,29
"3484.1992",3484,1992,56
"2356.1992",2356,1992,2
"6166.1992",6166,1992,11
"18761.1992",18761,1992,20.7213
"18771.1992",18771,1992,35.9275
"3415.1992",3415,1992,22
"3487.1992",3487,1992,62
"3421.1992",3421,1992,3.5
"3488.1992",3488,1992,3.6
"5087.1992",5087,1992,3.5
"5088.1992",5088,1992,0.3
"3419.1992",3419,1992,71
"3489.1992",3489,1992,71
"11490.1992",11490,1992,4.46
"508.1992",508,1992,0.35
"10778.1992",10778,1992,4
"509.1992",509,1992,3.7
"3416.1992",3416,1992,6.25
"3490.1992",3490,1992,77.5
"3413.1992",3413,1992,27.73
"3491.1992",3491,1992,50.5
"3414.1992",3414,1992,25
"3492.1992",3492,1992,60
"3417.1992",3417,1992,7
"3493.1992",3493,1992,81.25
"6188.1992",6188,1992,0.88
"604.1992",604,1992,29
"11298.1992",11298,1992,28
"3420.1992",3420,1992,36.125
"3494.1992",3494,1992,20
"8076.1992",8076,1992,970
"10780.1992",10780,1992,7
"11483.1993",11483,1993,16.12
"13287.1993",13287,1993,9
"13245.1993",13245,1993,13
"11486.1993",11486,1993,13.61
"6128.1993",6128,1993,25.8
"9888.1993",9888,1993,2
"9864.1993",9864,1993,2
"10705.1993",10705,1993,0.9
"4955.1993",4955,1993,15
"3485.1993",3485,1993,14
"8103.1993",8103,1993,1
"4916.1993",4916,1993,72
"3480.1993",3480,1993,0.74
"3478.1993",3478,1993,72
"14539.1993",14539,1993,5
"6189.1993",6189,1993,140.5
"8147.1993",8147,1993,0.41
"28.1993",28,1993,35
"4914.1993",4914,1993,215
"10733.1993",10733,1993,10.56
"510.1993",510,1993,0.74
"2357.1993",2357,1993,2
"5814.1993",5814,1993,13
"5815.1993",5815,1993,10
"515.1993",515,1993,0.618
"633.1993",633,1993,2
"5816.1993",5816,1993,0
"5090.1993",5090,1993,4.3
"5089.1993",5089,1993,0.2
"518.1993",518,1993,0.825
"635.1993",635,1993,4.6
"4837.1993",4837,1993,0.145
"4838.1993",4838,1993,2.7
"4839.1993",4839,1993,2.9
"4840.1993",4840,1993,0.4
"4842.1993",4842,1993,5.6
"632.1993",632,1993,6337
"3412.1993",3412,1993,26
"3486.1993",3486,1993,39
"10776.1993",10776,1993,518
"4963.1993",4963,1993,58
"234.1993",234,1993,3750
"4363.1993",4363,1993,1.6
"10732.1993",10732,1993,3.93
"11491.1993",11491,1993,2.53
"506.1993",506,1993,0.74
"507.1993",507,1993,5.92
"4626.1993",4626,1993,4.5
"5085.1993",5085,1993,1.7
"5086.1993",5086,1993,4.4
"3418.1993",3418,1993,29
"3484.1993",3484,1993,42
"2356.1993",2356,1993,9
"18761.1993",18761,1993,4.3308
"18771.1993",18771,1993,13.9696
"13244.1993",13244,1993,51
"3415.1993",3415,1993,23
"3487.1993",3487,1993,62
"3421.1993",3421,1993,3.25
"3488.1993",3488,1993,3.43
"5087.1993",5087,1993,3.3
"5088.1993",5088,1993,0.5
"3419.1993",3419,1993,71
"3489.1993",3489,1993,71
"11490.1993",11490,1993,3.67
"10778.1993",10778,1993,10
"509.1993",509,1993,4.4
"3416.1993",3416,1993,12.5
"3490.1993",3490,1993,85
"3413.1993",3413,1993,16
"3491.1993",3491,1993,49
"3414.1993",3414,1993,15.8
"3492.1993",3492,1993,45
"3417.1993",3417,1993,20
"3493.1993",3493,1993,77
"6188.1993",6188,1993,0.7025
"604.1993",604,1993,28
"11298.1993",11298,1993,22
"511.1993",511,1993,8.8
"3420.1993",3420,1993,19.8
"3494.1993",3494,1993,17
"12685.1993",12685,1993,0.7505
"8076.1993",8076,1993,1233
"10780.1993",10780,1993,7
"3481.1993",3481,1993,25
"11483.1994",11483,1994,8.26
"13287.1994",13287,1994,11
"11486.1994",11486,1994,14.52
"6128.1994",6128,1994,37
"9888.1994",9888,1994,0
"9864.1994",9864,1994,0
"5813.1994",5813,1994,0.058
"5899.1994",5899,1994,0.124
"5901.1994",5901,1994,0.093
"5902.1994",5902,1994,0.153
"10705.1994",10705,1994,1.6
"4955.1994",4955,1994,13
"18306.1994",18306,1994,125
"42.1994",42,1994,0.045
"3485.1994",3485,1994,12
"8103.1994",8103,1994,1
"4633.1994",4633,1994,3.3
"4916.1994",4916,1994,54
"3480.1994",3480,1994,1.75
"6189.1994",6189,1994,103.5
"8147.1994",8147,1994,0.4
"28.1994",28,1994,45
"4914.1994",4914,1994,223
"10733.1994",10733,1994,9.93
"2357.1994",2357,1994,4
"4837.1994",4837,1994,0.02
"4838.1994",4838,1994,3.1
"4839.1994",4839,1994,2.5
"4840.1994",4840,1994,0.42
"4842.1994",4842,1994,5
"3412.1994",3412,1994,12.5
"3486.1994",3486,1994,34
"10776.1994",10776,1994,473
"4963.1994",4963,1994,65
"4363.1994",4363,1994,0.8
"3482.1994",3482,1994,130
"10732.1994",10732,1994,2.7
"11491.1994",11491,1994,1.75
"506.1994",506,1994,0.35
"507.1994",507,1994,4.4
"4626.1994",4626,1994,2
"3418.1994",3418,1994,25
"3484.1994",3484,1994,40
"2356.1994",2356,1994,12
"18761.1994",18761,1994,0.4021
"18771.1994",18771,1994,4.8616
"13244.1994",13244,1994,91
"3415.1994",3415,1994,17
"3487.1994",3487,1994,60
"3419.1994",3419,1994,69.5
"3489.1994",3489,1994,69.5
"11490.1994",11490,1994,2.65
"508.1994",508,1994,0.35
"10778.1994",10778,1994,8
"509.1994",509,1994,2.2
"3416.1994",3416,1994,14.5
"3490.1994",3490,1994,81.25
"3413.1994",3413,1994,15
"3491.1994",3491,1994,44.5
"3414.1994",3414,1994,26.3
"3492.1994",3492,1994,73
"3417.1994",3417,1994,6
"3493.1994",3493,1994,75
"6188.1994",6188,1994,0.7925
"511.1994",511,1994,8.14
"3420.1994",3420,1994,24.8
"3494.1994",3494,1994,16
"12685.1994",12685,1994,0.2018
"8076.1994",8076,1994,1028
"10780.1994",10780,1994,5
"11483.1995",11483,1995,8.92
"13287.1995",13287,1995,9
"13245.1995",13245,1995,36
"11486.1995",11486,1995,15.55
"9888.1995",9888,1995,5
"9864.1995",9864,1995,0
"10705.1995",10705,1995,3.6
"11050.1995",11050,1995,7
"4955.1995",4955,1995,7
"230.1995",230,1995,268
"229.1995",229,1995,304
"126.1995",126,1995,103
"42.1995",42,1995,0.025
"3485.1995",3485,1995,10
"8032.1995",8032,1995,0.15
"8103.1995",8103,1995,0
"4916.1995",4916,1995,46
"6189.1995",6189,1995,99.5
"119.1995",119,1995,500
"8147.1995",8147,1995,0.34
"4914.1995",4914,1995,153
"510.1995",510,1995,0.35
"2357.1995",2357,1995,6
"17833.1995",17833,1995,0.58
"515.1995",515,1995,0.53
"633.1995",633,1995,1.5
"10765.1995",10765,1995,30
"518.1995",518,1995,0.879
"635.1995",635,1995,4.2
"4837.1995",4837,1995,0.9
"4838.1995",4838,1995,3.1
"4839.1995",4839,1995,2.45
"4840.1995",4840,1995,0.65
"4842.1995",4842,1995,5.5
"3412.1995",3412,1995,7
"3486.1995",3486,1995,45
"10776.1995",10776,1995,445
"4963.1995",4963,1995,100
"11049.1995",11049,1995,430
"3422.1995",3422,1995,56
"10755.1995",10755,1995,26
"11491.1995",11491,1995,1.9
"506.1995",506,1995,0.74
"507.1995",507,1995,3.7
"2232.1995",2232,1995,2200
"4626.1995",4626,1995,7.5
"3418.1995",3418,1995,60.75
"3484.1995",3484,1995,37.5
"2356.1995",2356,1995,4
"18761.1995",18761,1995,7.2722
"18771.1995",18771,1995,10.6756
"13244.1995",13244,1995,134
"3415.1995",3415,1995,23.5
"3487.1995",3487,1995,47.5
"3419.1995",3419,1995,62.5
"3489.1995",3489,1995,62.5
"11490.1995",11490,1995,4.86
"508.1995",508,1995,0
"10778.1995",10778,1995,4
"509.1995",509,1995,0.74
"3416.1995",3416,1995,7
"3490.1995",3490,1995,72
"3413.1995",3413,1995,23.87
"3491.1995",3491,1995,43
"3414.1995",3414,1995,13
"3492.1995",3492,1995,60
"3417.1995",3417,1995,10
"3493.1995",3493,1995,83
"11479.1995",11479,1995,1.22
"6188.1995",6188,1995,0.575
"11298.1995",11298,1995,26
"511.1995",511,1995,7.4
"3420.1995",3420,1995,25.125
"3494.1995",3494,1995,17.5
"12685.1995",12685,1995,0.4022
"8076.1995",8076,1995,1237
"10780.1995",10780,1995,5
"8221.1995",8221,1995,0
"11483.1996",11483,1996,12.55
"13287.1996",13287,1996,8
"13245.1996",13245,1996,19
"11486.1996",11486,1996,14.29
"6128.1996",6128,1996,0.7
"9888.1996",9888,1996,0
"9864.1996",9864,1996,4
"10705.1996",10705,1996,2.1
"11050.1996",11050,1996,7
"4955.1996",4955,1996,7
"42.1996",42,1996,0.09
"43.1996",43,1996,0.22
"4594.1996",4594,1996,14
"3485.1996",3485,1996,14
"8103.1996",8103,1996,0
"4916.1996",4916,1996,46
"12914.1996",12914,1996,7.4
"6189.1996",6189,1996,117.5
"8147.1996",8147,1996,0.34
"4914.1996",4914,1996,180
"510.1996",510,1996,0.74
"2357.1996",2357,1996,0.01
"17833.1996",17833,1996,0.49
"4837.1996",4837,1996,0.06
"4838.1996",4838,1996,4.1
"4839.1996",4839,1996,2.25
"4840.1996",4840,1996,0.55
"4842.1996",4842,1996,5.5
"3427.1996",3427,1996,6000
"636.1996",636,1996,1000
"233.1996",233,1996,450
"10776.1996",10776,1996,407
"4963.1996",4963,1996,150
"605.1996",605,1996,445
"3483.1996",3483,1996,289
"3482.1996",3482,1996,192
"11491.1996",11491,1996,1.42
"506.1996",506,1996,0.74
"507.1996",507,1996,4.44
"10781.1996",10781,1996,5
"2356.1996",2356,1996,2
"18761.1996",18761,1996,17.6724
"18771.1996",18771,1996,14.8317
"13244.1996",13244,1996,155
"11490.1996",11490,1996,4.63
"10778.1996",10778,1996,5
"12912.1996",12912,1996,6.7
"6188.1996",6188,1996,0.5975
"11298.1996",11298,1996,34
"511.1996",511,1996,8.14
"12685.1996",12685,1996,0.6924
"8076.1996",8076,1996,1039
"10780.1996",10780,1996,5
"3481.1996",3481,1996,87
"8221.1996",8221,1996,4
"11483.1997",11483,1997,6.79
"13287.1997",13287,1997,5
"11485.1997",11485,1997,0.9
"13245.1997",13245,1997,24
"11486.1997",11486,1997,11.89
"9888.1997",9888,1997,7
"9864.1997",9864,1997,7
"10705.1997",10705,1997,3
"11050.1997",11050,1997,7
"42.1997",42,1997,0.12
"43.1997",43,1997,0.26
"4594.1997",4594,1997,21
"3485.1997",3485,1997,56
"8103.1997",8103,1997,0
"4916.1997",4916,1997,51
"12914.1997",12914,1997,13.9
"6189.1997",6189,1997,102
"11294.1997",11294,1997,6.4
"8147.1997",8147,1997,0.26
"4914.1997",4914,1997,195
"510.1997",510,1997,0.74
"2357.1997",2357,1997,0
"17833.1997",17833,1997,2.28
"515.1997",515,1997,0.5
"633.1997",633,1997,1.4
"10493.1997",10493,1997,0.44
"232.1997",232,1997,625
"518.1997",518,1997,0.8
"635.1997",635,1997,4.5
"4837.1997",4837,1997,0.11
"4838.1997",4838,1997,3.1
"4839.1997",4839,1997,2
"4840.1997",4840,1997,0.25
"4842.1997",4842,1997,5.4
"118.1997",118,1997,750
"233.1997",233,1997,450
"10776.1997",10776,1997,396
"4963.1997",4963,1997,210
"234.1997",234,1997,3508
"3422.1997",3422,1997,70
"11491.1997",11491,1997,2.19
"506.1997",506,1997,0.74
"507.1997",507,1997,2.96
"10781.1997",10781,1997,7
"2356.1997",2356,1997,6
"18761.1997",18761,1997,34.0959
"18771.1997",18771,1997,27.4849
"13244.1997",13244,1997,184
"11490.1997",11490,1997,5.18
"508.1997",508,1997,0.35
"10778.1997",10778,1997,5
"509.1997",509,1997,1.48
"12912.1997",12912,1997,4.3
"6188.1997",6188,1997,0.7025
"11298.1997",11298,1997,41
"511.1997",511,1997,7.4
"12685.1997",12685,1997,0.134
"11292.1997",11292,1997,3.1
"8076.1997",8076,1997,1056
"10780.1997",10780,1997,5
"8221.1997",8221,1997,1
"11483.1998",11483,1998,4.69
"13287.1998",13287,1998,3
"11485.1998",11485,1998,0.7
"11012.1998",11012,1998,3
"11486.1998",11486,1998,22.88
"9888.1998",9888,1998,0
"9864.1998",9864,1998,7
"11010.1998",11010,1998,6
"11021.1998",11021,1998,6
"11018.1998",11018,1998,2
"10705.1998",10705,1998,0.5
"11050.1998",11050,1998,8
"8485.1998",8485,1998,13.3
"4594.1998",4594,1998,24
"8103.1998",8103,1998,1
"11756.1998",11756,1998,0.028172
"11758.1998",11758,1998,0.084515
"11760.1998",11760,1998,0.056343
"11761.1998",11761,1998,0.084515
"11775.1998",11775,1998,0.338061
"11776.1998",11776,1998,0.056343
"11772.1998",11772,1998,0.197202
"6189.1998",6189,1998,87
"11294.1998",11294,1998,12.5
"4914.1998",4914,1998,234
"510.1998",510,1998,0.74
"2357.1998",2357,1998,1
"17833.1998",17833,1998,1.54
"595.1998",595,1998,0.26
"10493.1998",10493,1998,0.51
"232.1998",232,1998,500
"597.1998",597,1998,0.97
"4837.1998",4837,1998,0.1
"4838.1998",4838,1998,3
"4839.1998",4839,1998,1.9
"4840.1998",4840,1998,0.2
"4842.1998",4842,1998,5
"631.1998",631,1998,85
"628.1998",628,1998,515
"2364.1998",2364,1998,3
"233.1998",233,1998,450
"10776.1998",10776,1998,362
"4963.1998",4963,1998,270
"11014.1998",11014,1998,4
"11017.1998",11017,1998,3
"22764.1998",22764,1998,12
"11491.1998",11491,1998,2.03
"506.1998",506,1998,0.74
"507.1998",507,1998,2.96
"10781.1998",10781,1998,13
"2232.1998",2232,1998,3500
"2356.1998",2356,1998,7
"11011.1998",11011,1998,8
"11016.1998",11016,1998,3
"18761.1998",18761,1998,39.9283
"18771.1998",18771,1998,53.8173
"11009.1998",11009,1998,8
"11008.1998",11008,1998,10
"11020.1998",11020,1998,3
"11490.1998",11490,1998,5.03
"508.1998",508,1998,0.74
"10778.1998",10778,1998,11
"123.1998",123,1998,29
"124.1998",124,1998,25
"125.1998",125,1998,49
"11015.1998",11015,1998,6
"6188.1998",6188,1998,0.7575
"11022.1998",11022,1998,21
"11023.1998",11023,1998,5
"11298.1998",11298,1998,49
"511.1998",511,1998,5.92
"11024.1998",11024,1998,10
"12685.1998",12685,1998,0.8253
"11019.1998",11019,1998,4
"11292.1998",11292,1998,15.1
"8076.1998",8076,1998,971
"10780.1998",10780,1998,5
"8221.1998",8221,1998,2
"11483.1999",11483,1999,11.4
"13287.1999",13287,1999,3
"12736.1999",12736,1999,3
"11485.1999",11485,1999,0.35
"11012.1999",11012,1999,10
"11486.1999",11486,1999,14.98
"9888.1999",9888,1999,11
"9864.1999",9864,1999,10
"11010.1999",11010,1999,10
"11021.1999",11021,1999,1
"11018.1999",11018,1999,1
"10705.1999",10705,1999,0.8
"11050.1999",11050,1999,8
"8485.1999",8485,1999,13.3
"4594.1999",4594,1999,31
"8103.1999",8103,1999,0
"11294.1999",11294,1999,6
"510.1999",510,1999,0.74
"2357.1999",2357,1999,1
"515.1999",515,1999,0.4
"595.1999",595,1999,0.24
"633.1999",633,1999,1.5
"518.1999",518,1999,0.5
"597.1999",597,1999,0.87
"635.1999",635,1999,5.5
"4837.1999",4837,1999,0.105
"4838.1999",4838,1999,2.6
"4839.1999",4839,1999,2.2
"4840.1999",4840,1999,0.4
"4842.1999",4842,1999,4.6
"2364.1999",2364,1999,4
"118.1999",118,1999,700
"11051.1999",11051,1999,6
"10776.1999",10776,1999,341
"4963.1999",4963,1999,320
"3422.1999",3422,1999,77.5
"11014.1999",11014,1999,5
"11017.1999",11017,1999,3
"22764.1999",22764,1999,2
"11491.1999",11491,1999,2.8
"506.1999",506,1999,0.35
"507.1999",507,1999,2.22
"10781.1999",10781,1999,12
"2356.1999",2356,1999,5
"11011.1999",11011,1999,6
"11016.1999",11016,1999,4
"18761.1999",18761,1999,34.3375
"18771.1999",18771,1999,82.2221
"11009.1999",11009,1999,4
"11008.1999",11008,1999,8
"11020.1999",11020,1999,5
"11490.1999",11490,1999,5.19
"10778.1999",10778,1999,12
"509.1999",509,1999,1.85
"4726.1999",4726,1999,94
"11015.1999",11015,1999,6
"6188.1999",6188,1999,1.065
"11022.1999",11022,1999,21
"11023.1999",11023,1999,6
"11298.1999",11298,1999,51
"511.1999",511,1999,5.92
"11024.1999",11024,1999,11
"12685.1999",12685,1999,0.6452
"11019.1999",11019,1999,6
"10782.1999",10782,1999,711
"8076.1999",8076,1999,1143
"10780.1999",10780,1999,6
"8221.1999",8221,1999,3
"11483.2000",11483,2000,8.03
"13287.2000",13287,2000,3
"12736.2000",12736,2000,5
